property_id,suburb,rooms,type,price,method,seller_g,date
118,Airport West,2,u,510000.0,S,Nelson,2016-08-22
119,Airport West,3,h,612000.0,S,Nelson,2016-08-22
120,Airport West,3,h,662000.0,S,Brad,2016-04-23
121,Airport West,4,h,978000.0,S,Nelson,2016-09-24
122,Airport West,3,u,,VB,Barry,2017-02-25
123,Airport West,3,h,720000.0,PI,Nelson,2017-02-25
124,Airport West,2,u,474000.0,PI,Barry,2016-07-26
125,Airport West,2,t,490000.0,SP,Frank,2016-07-26
126,Airport West,3,h,405000.0,S,Ray,2016-06-27
127,Airport West,3,t,715000.0,S,Barry,2016-11-27
128,Airport West,3,u,671500.0,S,McDonald,2016-11-27
129,Airport West,4,h,765000.0,S,Prof.,2016-11-27
130,Airport West,4,h,900000.0,S,Harcourts,2016-11-27
131,Airport West,3,u,820000.0,S,Nelson,2016-08-28
132,Airport West,3,u,650000.0,PI,Nelson,2016-07-30
133,Airport West,3,t,552000.0,SP,Nelson,2016-07-30
134,Albert Park,2,h,1275000.0,S,hockingstuart,2016-09-03
135,Albert Park,2,h,1455000.0,S,Thomson,2016-09-03
136,Albert Park,3,h,2850000.0,PI,Buxton,2017-03-04
137,Albert Park,3,h,1850000.0,S,Greg,2017-03-04
138,Albert Park,2,h,,SP,Marshall,2017-03-04
139,Albert Park,2,h,1436000.0,S,RT,2017-03-04
140,Albert Park,3,h,,SN,Greg,2016-08-06
141,Albert Park,2,h,1110000.0,S,Marshall,2016-08-06
142,Albert Park,2,h,1550000.0,S,Sotheby's,2016-05-07
143,Albert Park,4,h,2300000.0,S,Marshall,2016-05-07
144,Albert Park,3,h,,S,Marshall,2016-05-07
145,Albert Park,3,t,1550000.0,VB,Marshall,2016-11-07
146,Albert Park,3,h,1800000.0,VB,Greg,2016-11-07
147,Albert Park,3,h,2485000.0,S,Cayzer,2016-10-08
148,Albert Park,2,h,2120000.0,S,Greg,2016-09-10
149,Albert Park,3,h,1800000.0,VB,Cayzer,2016-09-10
150,Albert Park,3,h,1800000.0,S,Marshall,2016-09-10
151,Albert Park,3,h,,SN,Marshall,2016-09-10
152,Albert Park,2,h,1810000.0,PI,Greg,2016-12-10
153,Albert Park,3,h,2615000.0,S,Cayzer,2016-12-10
154,Albert Park,5,h,2100000.0,S,Greg,2016-12-10
155,Albert Park,3,h,1300000.0,S,hockingstuart,2016-12-10
156,Albert Park,3,h,1370000.0,S,Greg,2016-06-12
157,Albert Park,2,h,1000000.0,S,Cayzer,2016-11-12
158,Albert Park,2,h,,SP,Marshall,2016-08-13
159,Albert Park,3,h,2575000.0,S,Greg,2016-10-15
160,Albert Park,2,h,1322500.0,S,Greg,2016-10-15
161,Albert Park,2,h,,S,hockingstuart,2016-10-15
162,Albert Park,2,h,1562500.0,S,Greg,2016-10-15
163,Albert Park,3,h,2000000.0,VB,RT,2016-04-16
164,Albert Park,4,h,,S,Marshall,2016-09-17
165,Albert Park,3,h,,S,Marshall,2017-03-18
166,Albert Park,3,h,1900000.0,S,Greg,2017-03-18
167,Albert Park,3,h,3010000.0,S,Greg,2017-03-18
168,Albert Park,3,h,,SP,Marshall,2016-06-18
169,Albert Park,4,h,2800000.0,VB,Cayzer,2016-06-18
170,Albert Park,3,h,,SN,Cayzer,2016-11-19
171,Albert Park,2,u,647000.0,S,Greg,2016-05-22
172,Albert Park,3,h,,SP,Marshall,2016-05-22
173,Albert Park,3,h,2100000.0,SP,Marshall,2016-04-23
174,Albert Park,3,h,,S,Greg,2016-09-24
175,Albert Park,2,h,,PI,Marshall,2016-09-24
176,Albert Park,7,h,,SN,hockingstuart,2016-09-24
177,Albert Park,3,h,2000000.0,PI,Marshall,2016-09-24
178,Albert Park,1,u,442500.0,S,Marshall,2017-02-25
179,Albert Park,4,h,4735000.0,S,Marshall,2017-02-25
180,Albert Park,2,h,1340000.0,S,Greg,2017-02-25
181,Albert Park,3,h,1801000.0,S,hockingstuart,2017-02-25
182,Albert Park,3,h,1532000.0,S,Chisholm,2016-07-26
183,Albert Park,3,h,3755000.0,S,Greg,2016-07-26
184,Albert Park,4,h,2140000.0,S,Greg,2016-06-27
185,Albert Park,2,u,1810000.0,PI,Marshall,2016-06-27
186,Albert Park,2,h,1750000.0,S,Marshall,2016-11-27
187,Albert Park,2,h,980000.0,S,Greg,2016-05-28
188,Albert Park,2,h,,SP,Marshall,2016-05-28
189,Albert Park,4,h,,SP,Marshall,2016-05-28
190,Albert Park,3,h,,SN,Greg,2016-05-28
191,Albert Park,3,h,2030000.0,S,hockingstuart,2016-08-28
192,Albert Park,3,h,1740000.0,PI,Marshall,2016-08-28
193,Albert Park,3,h,2800000.0,VB,Buxton,2016-07-30
194,Albert Park,1,h,985000.0,S,Marshall,2016-07-30
195,Alphington,3,h,,SN,McGrath,2016-09-03
196,Alphington,4,h,2000000.0,S,Brace,2016-09-03
197,Alphington,3,h,1110000.0,S,Jellis,2016-09-03
198,Alphington,3,h,1492000.0,S,Jellis,2017-03-04
199,Alphington,2,u,480000.0,PI,Miles,2016-05-07
200,Alphington,3,h,,S,Jellis,2016-05-07
201,Alphington,3,t,1304000.0,SP,Holland,2016-10-08
202,Alphington,4,h,1717500.0,S,Collins,2016-10-08
203,Alphington,5,h,2840000.0,S,Nelson,2016-06-12
204,Alphington,5,h,,S,Collins,2016-11-12
205,Alphington,2,u,525500.0,S,Miles,2016-11-12
206,Alphington,2,t,805000.0,S,Miles,2016-11-12
207,Alphington,2,u,465000.0,S,McGrath,2016-11-12
208,Alphington,4,t,,PN,Nelson,2016-08-13
209,Alphington,3,h,1480000.0,S,Nelson,2016-08-13
210,Alphington,3,h,2000000.0,PI,hockingstuart,2016-10-15
211,Alphington,3,h,1540000.0,S,Nelson,2016-04-16
212,Alphington,4,h,,S,Jellis,2016-04-16
213,Alphington,2,u,590000.0,PI,Nelson,2016-09-17
214,Alphington,2,u,820000.0,S,Nelson,2017-03-18
215,Alphington,4,h,1830000.0,S,Nelson,2016-11-19
216,Alphington,4,h,2100000.0,S,Nelson,2016-11-19
217,Alphington,3,h,865000.0,SP,hockingstuart,2016-05-22
218,Alphington,2,u,390000.0,VB,Nelson,2016-05-22
219,Alphington,2,t,650000.0,SP,Brace,2016-09-24
220,Alphington,2,u,512000.0,S,Love,2017-02-25
221,Alphington,3,h,1361000.0,S,Collins,2017-02-25
222,Alphington,4,h,,SP,Jellis,2017-02-25
223,Alphington,3,h,1310000.0,S,Jellis,2016-07-26
224,Alphington,3,h,570000.0,VB,Thomas,2016-06-27
225,Alphington,3,h,1165000.0,S,Barry,2016-06-27
226,Alphington,2,u,530000.0,S,Jellis,2016-11-27
227,Alphington,4,h,1900000.0,SP,McGrath,2016-11-27
228,Alphington,5,h,,SN,Nelson,2016-08-28
229,Alphington,3,h,1485000.0,SP,McGrath,2016-08-28
230,Alphington,4,h,1950000.0,S,Jellis,2016-07-30
231,Altona,3,h,520000.0,VB,Greg,2016-09-03
232,Altona,5,h,1525000.0,S,Greg,2016-12-03
233,Altona,2,t,720000.0,S,hockingstuart,2016-02-04
234,Altona,3,h,1120000.0,S,Barlow,2017-03-04
235,Altona,4,h,780000.0,PI,Sweeney,2016-06-04
236,Altona,4,h,1780000.0,SP,Greg,2016-06-04
237,Altona,3,u,630000.0,S,Barlow,2016-08-06
238,Altona,2,u,406000.0,SP,hockingstuart,2016-08-06
239,Altona,3,h,660000.0,VB,Greg,2016-05-07
240,Altona,3,h,683500.0,S,Greg,2016-11-07
241,Altona,2,u,540000.0,VB,hockingstuart,2016-10-08
242,Altona,2,u,580000.0,S,Barlow,2016-10-08
243,Altona,3,h,1335000.0,S,hockingstuart,2016-10-08
244,Altona,3,t,800000.0,SP,hockingstuart,2016-10-08
245,Altona,2,u,510000.0,S,Village,2016-09-10
246,Altona,4,h,1070000.0,S,Barlow,2016-09-10
247,Altona,2,u,425000.0,S,hockingstuart,2016-09-10
248,Altona,3,u,605000.0,S,Jas,2016-12-10
249,Altona,3,t,705000.0,S,hockingstuart,2017-02-11
250,Altona,2,u,391000.0,SP,Greg,2017-02-11
251,Altona,2,u,440000.0,SP,hockingstuart,2017-02-11
252,Altona,4,h,845000.0,S,hockingstuart,2017-02-11
253,Altona,3,h,766000.0,S,Williams,2017-03-11
254,Altona,3,t,743000.0,SP,Gunn&Co,2016-11-12
255,Altona,3,t,650000.0,SP,Williams,2016-11-12
256,Altona,3,u,730000.0,SP,Barlow,2016-08-13
257,Altona,3,t,916500.0,S,hockingstuart,2016-08-13
258,Altona,3,h,635000.0,S,Sweeney,2016-05-14
259,Altona,2,u,620000.0,SP,hockingstuart,2016-05-14
260,Altona,2,u,447000.0,S,Burnham,2016-10-15
261,Altona,3,u,730000.0,SP,Barlow,2016-04-16
262,Altona,3,h,678000.0,S,hockingstuart,2016-04-16
263,Altona,2,u,580000.0,PI,Biggin,2016-07-16
264,Altona,3,h,712000.0,S,hockingstuart,2016-09-17
265,Altona,3,h,840000.0,SP,Greg,2017-03-18
266,Altona,3,h,980000.0,S,Barlow,2016-11-19
267,Altona,4,h,1000000.0,S,Barlow,2016-11-19
268,Altona,3,t,605100.0,S,hockingstuart,2016-05-22
269,Altona,3,h,880000.0,PI,Barlow,2016-08-22
270,Altona,3,u,577000.0,S,Williams,2016-04-23
271,Altona,4,h,,SN,hockingstuart,2017-02-25
272,Altona,4,h,1030000.0,S,Barlow,2017-02-25
273,Altona,3,u,605000.0,S,Barlow,2017-02-25
274,Altona,3,h,685000.0,S,Barlow,2017-02-25
275,Altona,2,u,,PI,Point,2017-02-25
276,Altona,3,h,753000.0,S,Barlow,2016-06-27
277,Altona,2,h,857000.0,SP,hockingstuart,2016-11-27
278,Altona,3,h,1500000.0,S,Barlow,2016-05-28
279,Altona,3,u,730000.0,SP,Barlow,2016-05-28
280,Altona,3,h,900000.0,S,Sweeney,2016-05-28
281,Altona,3,h,740000.0,S,Greg,2016-08-28
282,Altona,4,h,931000.0,S,Sweeney,2016-08-28
283,Altona,2,h,535600.0,SP,Compton,2016-07-30
284,Altona North,3,h,,SP,Williams,2016-09-03
285,Altona North,5,h,1085000.0,S,FN,2016-09-03
286,Altona North,3,h,781000.0,S,Jas,2016-09-03
287,Altona North,4,h,857500.0,S,hockingstuart,2016-09-03
288,Altona North,4,h,960000.0,S,Sweeney,2017-03-04
289,Altona North,3,h,750000.0,SP,Jas,2017-03-04
290,Altona North,2,t,421000.0,S,hockingstuart,2017-03-04
291,Altona North,3,h,1405000.0,S,Sweeney,2017-03-04
292,Altona North,2,h,,S,hockingstuart,2017-03-04
293,Altona North,3,h,683000.0,S,FN,2016-06-04
294,Altona North,3,h,,SN,Barry,2016-06-04
295,Altona North,3,h,623000.0,S,Sweeney,2016-06-04
296,Altona North,3,h,720000.0,VB,Greg,2016-08-06
297,Altona North,4,t,780000.0,S,hockingstuart,2016-05-07
298,Altona North,3,u,720000.0,S,hockingstuart,2016-05-07
299,Altona North,3,h,705000.0,SP,Village,2016-05-07
300,Altona North,3,h,588000.0,S,Williams,2016-05-07
301,Altona North,4,h,720000.0,VB,hockingstuart,2016-05-07
302,Altona North,3,h,710000.0,PI,Village,2016-11-07
303,Altona North,2,h,550000.0,SP,RT,2016-11-07
304,Altona North,3,u,640000.0,VB,hockingstuart,2016-11-07
305,Altona North,3,h,537500.0,SP,hockingstuart,2016-11-07
306,Altona North,4,t,,PN,Williams,2016-11-07
307,Altona North,4,h,875000.0,SP,Jas,2016-10-08
308,Altona North,3,h,800000.0,S,Barlow,2016-10-08
309,Altona North,3,t,713500.0,S,Greg,2016-09-10
310,Altona North,4,h,,PN,hockingstuart,2016-12-10
311,Altona North,3,h,700000.0,VB,Jas,2016-12-10
312,Altona North,2,h,551000.0,SP,RT,2016-12-10
313,Altona North,3,h,685000.0,SP,Greg,2016-12-10
314,Altona North,2,t,640000.0,S,Williams,2017-03-11
315,Altona North,4,h,650000.0,SP,Williams,2016-06-12
316,Altona North,3,h,925000.0,SP,RT,2016-11-12
317,Altona North,3,h,,PI,RT,2016-08-13
318,Altona North,2,h,,PI,Greg,2016-08-13
319,Altona North,3,t,670000.0,VB,Greg,2016-05-14
320,Altona North,3,h,680000.0,SP,Hunter,2016-05-14
321,Altona North,3,h,765000.0,S,Greg,2016-05-14
322,Altona North,3,h,675000.0,S,hockingstuart,2016-05-14
323,Altona North,3,h,708000.0,S,Greg,2016-10-15
324,Altona North,3,t,656000.0,SP,Gunn&Co,2016-10-15
325,Altona North,4,h,883000.0,S,hockingstuart,2016-10-15
326,Altona North,4,h,965000.0,SP,Gunn&Co,2016-10-15
327,Altona North,3,h,870000.0,S,Hunter,2016-10-15
328,Altona North,3,h,681000.0,PI,Village,2016-10-15
329,Altona North,2,h,522500.0,SA,hockingstuart,2016-07-16
330,Altona North,5,h,972000.0,S,Sweeney,2016-09-17
331,Altona North,3,t,590000.0,PI,RT,2016-06-18
332,Altona North,2,h,450000.0,PI,RT,2016-06-18
333,Altona North,3,h,765000.0,S,Greg,2016-06-18
334,Altona North,3,h,750000.0,VB,Greg,2016-06-18
335,Altona North,3,h,680000.0,S,Sweeney,2016-11-19
336,Altona North,1,u,,PI,hockingstuart,2016-11-19
337,Altona North,2,t,510000.0,SP,Williams,2016-11-19
338,Altona North,3,h,770000.0,SP,hockingstuart,2016-11-19
339,Altona North,3,h,923000.0,S,Greg,2016-05-22
340,Altona North,4,h,693000.0,SP,Raine&Horne,2016-05-22
341,Altona North,3,h,620000.0,SP,Hunter,2016-08-22
342,Altona North,3,h,800000.0,S,Buxton,2016-08-22
343,Altona North,3,h,728500.0,S,Jas,2016-08-22
344,Altona North,3,h,931000.0,S,hockingstuart,2016-08-22
345,Altona North,3,h,988000.0,S,Sweeney,2016-08-22
346,Altona North,3,h,590000.0,SP,RT,2016-04-23
347,Altona North,3,h,590000.0,S,Village,2016-04-23
348,Altona North,2,h,610000.0,S,RT,2016-09-24
349,Altona North,2,h,,PI,Jas,2017-02-25
350,Altona North,3,h,815000.0,S,hockingstuart,2017-02-25
351,Altona North,4,h,970000.0,S,Greg,2017-02-25
352,Altona North,4,h,840000.0,S,hockingstuart,2016-07-26
353,Altona North,3,h,840000.0,S,Sweeney,2016-07-26
354,Altona North,4,h,760000.0,S,Hunter,2016-06-27
355,Altona North,3,h,852500.0,S,RT,2016-06-27
356,Altona North,4,t,847500.0,S,RT,2016-06-27
357,Altona North,4,h,1200000.0,SP,RT,2016-11-27
358,Altona North,3,h,630000.0,S,RT,2016-11-27
359,Altona North,3,h,,PI,Hunter,2016-11-27
360,Altona North,3,h,700000.0,SP,Hunter,2016-11-27
361,Altona North,3,h,625000.0,PI,Hunter,2016-05-28
362,Altona North,2,u,292000.0,S,Jas,2016-08-28
363,Altona North,3,t,640000.0,PI,hockingstuart,2016-08-28
364,Altona North,3,h,800000.0,SP,RT,2016-07-30
365,Armadale,3,h,,S,RT,2016-09-03
366,Armadale,2,u,599000.0,S,Jellis,2016-09-03
367,Armadale,2,u,550000.0,VB,Noel,2016-12-03
368,Armadale,3,u,995000.0,S,Marshall,2016-12-03
369,Armadale,3,t,1205000.0,S,Jellis,2016-12-03
370,Armadale,3,h,,S,Jellis,2016-12-03
371,Armadale,3,h,2675000.0,S,Marshall,2016-12-03
372,Armadale,3,h,1939000.0,S,Jellis,2016-12-03
373,Armadale,1,u,421500.0,S,Biggin,2016-12-03
374,Armadale,2,u,585000.0,SP,hockingstuart,2016-12-03
375,Armadale,3,h,2050000.0,S,Marshall,2017-03-04
376,Armadale,3,h,1870000.0,S,Hodges,2017-03-04
377,Armadale,4,h,,SN,Thomson,2017-03-04
378,Armadale,2,u,678000.0,S,hockingstuart,2017-03-04
379,Armadale,2,h,,PI,Marshall,2017-03-04
380,Armadale,3,h,,S,Jellis,2017-03-04
381,Armadale,3,t,1918000.0,SP,Jellis,2017-03-04
382,Armadale,1,u,,SP,hockingstuart,2017-03-04
383,Armadale,2,u,660000.0,SP,hockingstuart,2017-03-04
384,Armadale,3,h,2050000.0,S,Marshall,2017-03-04
385,Armadale,4,h,,S,RT,2016-06-04
386,Armadale,2,u,,SP,hockingstuart,2016-06-04
387,Armadale,2,u,700000.0,VB,Jellis,2016-06-04
388,Armadale,2,u,3625000.0,S,Jellis,2016-06-04
389,Armadale,4,h,3000000.0,VB,Jellis,2016-06-04
390,Armadale,2,h,1930000.0,S,Jellis,2016-08-06
391,Armadale,5,h,1525000.0,PI,Jellis,2016-05-07
392,Armadale,4,h,,S,Marshall,2016-05-07
393,Armadale,3,u,735000.0,PI,Marshall,2016-05-07
394,Armadale,2,u,825000.0,S,Jellis,2016-05-07
395,Armadale,3,t,1586000.0,S,RT,2016-05-07
396,Armadale,4,h,,S,Jellis,2016-05-07
397,Armadale,3,t,,S,Jellis,2016-05-07
398,Armadale,2,u,,S,hockingstuart,2016-05-07
399,Armadale,5,h,,S,Marshall,2016-11-07
400,Armadale,2,u,645000.0,S,Marshall,2016-10-08
401,Armadale,1,h,1435000.0,SP,Jellis,2016-10-08
402,Armadale,4,h,,SN,hockingstuart,2016-09-10
403,Armadale,1,u,280000.0,PI,hockingstuart,2016-09-10
404,Armadale,1,u,400000.0,PI,hockingstuart,2016-12-10
405,Armadale,4,h,,SP,Jellis,2016-12-10
406,Armadale,2,h,1780000.0,S,Marshall,2016-12-10
407,Armadale,3,h,,SP,Jellis,2016-12-10
408,Armadale,2,u,592500.0,S,hockingstuart,2016-12-10
409,Armadale,3,h,,S,Jellis,2016-11-12
410,Armadale,2,h,1210000.0,S,Marshall,2016-11-12
411,Armadale,4,h,2801000.0,S,Marshall,2016-11-12
412,Armadale,3,u,,SP,Marshall,2016-08-13
413,Armadale,3,h,,S,Jellis,2016-08-13
414,Armadale,3,h,,SN,Gary,2016-05-14
415,Armadale,1,u,390000.0,S,Jellis,2016-05-14
416,Armadale,3,h,,S,Jellis,2016-10-15
417,Armadale,3,h,1800000.0,PI,RT,2016-10-15
418,Armadale,4,h,,SN,hockingstuart,2016-10-15
419,Armadale,4,h,2200000.0,PI,Jellis,2016-10-15
420,Armadale,4,h,,S,Jellis,2016-04-16
421,Armadale,1,u,324000.0,S,Jellis,2016-04-16
422,Armadale,3,h,,S,Marshall,2016-04-16
423,Armadale,2,u,,S,hockingstuart,2016-07-16
424,Armadale,2,u,,S,hockingstuart,2016-07-16
425,Armadale,3,u,,SP,Marshall,2016-07-16
426,Armadale,2,h,,S,Jellis,2016-09-17
427,Armadale,6,h,5525000.0,S,Marshall,2016-09-17
428,Armadale,4,h,,S,Jellis,2016-09-17
429,Armadale,2,h,1125000.0,S,RT,2016-09-17
430,Armadale,3,h,2250000.0,S,Marshall,2016-09-17
431,Armadale,3,h,2360000.0,S,hockingstuart,2017-03-18
432,Armadale,2,h,1900000.0,VB,Jellis,2017-03-18
433,Armadale,1,u,440000.0,SP,Jellis,2017-03-18
434,Armadale,2,u,,SP,hockingstuart,2017-03-18
435,Armadale,2,u,,SN,Thomson,2017-03-18
436,Armadale,2,u,490000.0,PI,Ray,2016-06-18
437,Armadale,3,t,,PI,Marshall,2016-06-18
438,Armadale,3,h,2365000.0,S,Marshall,2016-06-18
439,Armadale,3,h,1300000.0,VB,Jellis,2016-06-18
440,Armadale,2,u,,SP,Jellis,2016-06-18
441,Armadale,3,u,732000.0,S,Gary,2016-06-18
442,Armadale,2,u,704000.0,SP,Greg,2016-11-19
443,Armadale,4,h,,S,Jellis,2016-11-19
444,Armadale,2,u,,S,Jellis,2016-11-19
445,Armadale,2,u,620000.0,VB,Marshall,2016-11-19
446,Armadale,3,h,1900000.0,S,Marshall,2016-05-22
447,Armadale,3,h,,S,Marshall,2016-05-22
448,Armadale,3,t,,S,Kay,2016-05-22
449,Armadale,2,u,,S,hockingstuart,2016-05-22
450,Armadale,1,u,315000.0,SP,Fletchers,2016-08-22
451,Armadale,3,h,,SP,Marshall,2016-04-23
452,Armadale,3,h,1992000.0,S,Jellis,2016-04-23
453,Armadale,1,u,450000.0,PI,hockingstuart,2016-09-24
454,Armadale,2,u,710000.0,S,Jellis,2017-02-25
455,Armadale,2,u,872000.0,S,Jellis,2017-02-25
456,Armadale,2,u,598000.0,S,hockingstuart,2017-02-25
457,Armadale,3,h,,SN,Kay,2017-02-25
458,Armadale,3,h,1285000.0,S,Marshall,2017-02-25
459,Armadale,4,h,3660000.0,S,Jellis,2017-02-25
460,Armadale,3,h,,VB,Marshall,2017-02-25
461,Armadale,2,u,,S,hockingstuart,2016-07-26
462,Armadale,2,u,520000.0,S,hockingstuart,2016-06-27
