trans_date_trans_time,merchant,category,amt,city,state
01-02-2019 23:54,"""Hahn, Bahringer and McLaughlin""",personal_care,19.83,Vacaville,CA
07-02-2019 06:11,Koepp-Parke,grocery_pos,304.08,La Grande,OR
07-02-2019 16:14,Medhurst PLC,shopping_net,1105.42,La Grande,OR
07-02-2019 22:16,Pacocha-O'Reilly,grocery_pos,257.63,La Grande,OR
07-02-2019 22:17,Rempel Inc,shopping_net,942.0,La Grande,OR
07-02-2019 23:17,"""Rodriguez, Yost and Jenkins""",misc_net,768.0,La Grande,OR
07-02-2019 23:17,"""Schumm, Bauch and Ondrick""",grocery_pos,309.02,Port Costa,CA
07-02-2019 23:24,Kessler Group,travel,9.9,Meadville,MO
07-02-2019 23:31,"""Labadie, Treutel and Bode""",shopping_net,935.13,La Grande,OR
07-02-2019 23:44,Kerluke-Abshire,shopping_net,1096.03,La Grande,OR
07-02-2019 23:50,Ruecker Group,misc_net,719.82,Meadville,MO
08-02-2019 00:26,"""Zieme, Bode and Dooley""",gas_transport,6.79,Meadville,MO
08-02-2019 00:38,Schamberger-O'Keefe,grocery_pos,290.65,Meadville,MO
08-02-2019 01:52,Conroy-Cruickshank,gas_transport,9.91,La Grande,OR
08-02-2019 03:04,Bailey-Mo,grocery_pos,311.48,Port Costa,CA
08-02-2019 05:18,Huels-Hahn,gas_transport,9.13,Meadville,MO
08-02-2019 07:08,Kiehn-Emmerich,grocery_pos,257.47,La Grande,OR
08-02-2019 13:29,"""Schmeler, Bashirian and Price""",shopping_net,880.19,Port Costa,CA
08-02-2019 22:12,Bednar Group,misc_net,696.29,Meadville,MO
08-02-2019 22:45,Conroy Lt,shopping_pos,957.09,La Grande,OR
08-02-2019 23:10,"""Towne, Greenholt and Koepp""",shopping_net,1016.26,La Grande,OR
08-02-2019 23:16,Padberg-Welch,grocery_pos,289.74,Meadville,MO
08-02-2019 23:29,Crooks and Sons,personal_care,45.24,Port Costa,CA
08-02-2019 23:32,Gleason-Macejkovic,shopping_net,900.06,Meadville,MO
08-02-2019 23:37,"""Little, Gutmann and Lynch""",shopping_net,1140.72,La Grande,OR
08-02-2019 23:49,Zemlak Group,misc_net,786.4,Port Costa,CA
11-02-2019 01:36,Kutch and Sons,grocery_pos,289.12,Alva,WY
11-02-2019 02:44,Vandervort-Funk,grocery_pos,325.35,Alva,WY
11-02-2019 03:45,Pacocha-O'Reilly,grocery_pos,280.64,Alva,WY
11-02-2019 22:11,"""Jones, Sawayn and Romague""",misc_net,828.73,Alva,WY
11-02-2019 22:36,Hills-Witting,shopping_net,853.8,Alva,WY
12-02-2019 00:01,Kilback LLC,grocery_pos,295.85,Alva,WY
12-02-2019 01:49,Bogisich Inc,grocery_pos,348.01,Lowell,OR
12-02-2019 02:14,"""Adams, Kovacek and Kuhlman""",grocery_net,16.73,Lowell,OR
12-02-2019 10:30,Padberg-Welch,grocery_pos,309.35,Lowell,OR
12-02-2019 16:02,Ernser-Lynch,food_dining,123.61,Alva,WY
12-02-2019 18:32,"""Stehr, Jewess and Schimmel""",misc_net,763.2,Lowell,OR
12-02-2019 22:09,Schmitt Lt,misc_net,935.83,Alva,WY
12-02-2019 22:12,Pouros-Conroy,shopping_pos,912.51,Alva,WY
12-02-2019 22:12,Schuppe LLC,entertainment,615.49,Lowell,OR
12-02-2019 23:02,Schmidt and Sons,shopping_net,1073.84,Lowell,OR
12-02-2019 23:20,Ankunding LLC,shopping_net,920.07,Lowell,OR
12-02-2019 23:23,Schmitt Lt,misc_net,803.95,Lowell,OR
12-02-2019 23:36,"""Osinski, Ledner and Leuschke""",grocery_pos,362.56,Lowell,OR
12-02-2019 23:41,Denesik and Sons,shopping_pos,787.51,Lowell,OR
13-02-2019 00:26,Kilback LLC,grocery_pos,297.37,Lowell,OR
13-02-2019 02:01,Miller-Hauck,grocery_pos,348.36,Lowell,OR
13-02-2019 02:18,Bailey-Mo,grocery_pos,357.5,Lowell,OR
13-02-2019 21:34,Morissette PLC,shopping_pos,833.74,Albuquerque,NM
13-02-2019 22:00,Leffler-Goldne,personal_care,20.25,Albuquerque,NM
13-02-2019 22:05,Bednar Group,misc_net,801.83,Albuquerque,NM
13-02-2019 22:26,"""Welch, Rath and Koepp""",entertainment,695.53,Lowell,OR
13-02-2019 22:28,"""Zboncak, Rowe and Murazik""",shopping_net,1156.15,Albuquerque,NM
13-02-2019 22:41,"""Ruecker, Beer and Collie""",shopping_net,995.63,Albuquerque,NM
13-02-2019 23:08,Morissette PLC,shopping_pos,875.17,Albuquerque,NM
13-02-2019 23:10,Kunze Inc,grocery_pos,321.17,Albuquerque,NM
13-02-2019 23:32,Smith-Stokes,misc_pos,51.02,Lowell,OR
13-02-2019 23:39,Volkman Lt,misc_net,664.64,Albuquerque,NM
14-02-2019 00:05,Miller-Hauck,grocery_pos,281.68,Albuquerque,NM
14-02-2019 01:12,Mraz-Herzog,gas_transport,9.72,Albuquerque,NM
14-02-2019 02:30,"""Schumm, Bauch and Ondrick""",grocery_pos,293.68,Albuquerque,NM
14-02-2019 22:30,Donnelly PLC,misc_net,749.92,Albuquerque,NM
16-02-2019 22:18,Turner and Sons,shopping_pos,871.27,Lamy,NM
16-02-2019 22:50,"""Terry, Johns and Bins""",misc_pos,51.66,Lamy,NM
17-02-2019 12:11,Stracke-Lemke,grocery_pos,340.18,Lamy,NM
17-02-2019 21:41,Beier-Hyatt,shopping_pos,671.44,Lamy,NM
17-02-2019 23:19,Bogisich-Homenick,misc_net,806.03,Lamy,NM
25-02-2019 00:34,Vandervort-Funk,grocery_pos,298.7,Hubbell,NE
25-02-2019 00:57,"""Christiansen, Goyette and Schamberge""",gas_transport,10.44,Hubbell,NE
25-02-2019 01:04,Kunze Inc,grocery_pos,300.27,Hubbell,NE
25-02-2019 01:11,Wolf Inc,grocery_pos,299.49,Hubbell,NE
25-02-2019 02:16,Berge LLC,gas_transport,9.21,Hubbell,NE
25-02-2019 03:42,Kiehn-Emmerich,grocery_pos,285.81,Hubbell,NE
25-02-2019 14:12,Larkin Lt,kids_pets,20.27,Hubbell,NE
25-02-2019 22:03,Cormier LLC,shopping_net,1165.94,Hubbell,NE
25-02-2019 22:04,"""Langworth, Boehm and Gulgowski""",shopping_net,942.93,Hubbell,NE
25-02-2019 22:25,Boyer PLC,shopping_net,1078.92,Hubbell,NE
25-02-2019 23:23,"""Champlin, Rolfson and Connelly""",travel,9.15,Hubbell,NE
25-02-2019 23:25,"""Little, Gutmann and Lynch""",shopping_net,996.11,Hubbell,NE
25-02-2019 23:38,Schmitt Lt,misc_net,659.33,Hubbell,NE
25-02-2019 23:38,Block-Hauck,travel,9.89,Hubbell,NE
25-02-2019 23:52,Cormier LLC,shopping_net,956.7,Hubbell,NE
25-02-2019 23:53,Kunde-Sanfo,misc_net,741.78,Hubbell,NE
26-02-2019 00:58,Ortiz Group,grocery_net,10.54,Hubbell,NE
26-02-2019 01:32,"""Schultz, Simonis and Little""",grocery_pos,307.7,Hubbell,NE
26-02-2019 01:55,Goodwin-Nitzsche,grocery_pos,328.75,Hubbell,NE
01-03-2019 01:32,Marks Inc,gas_transport,13.17,Fort Washakie,WY
01-03-2019 02:42,Cummings LLC,gas_transport,11.74,Fort Washakie,WY
01-03-2019 23:06,Labadie LLC,personal_care,19.16,Fort Washakie,WY
02-03-2019 22:10,Barrows PLC,shopping_pos,830.06,Fort Washakie,WY
02-03-2019 22:10,"""Windler, Goodwin and Kovacek""",home,261.79,Fort Washakie,WY
02-03-2019 23:01,Douglas-White,entertainment,594.09,Fort Washakie,WY
02-03-2019 23:08,"""Turner, Ziemann and Lehne""",food_dining,130.08,Fort Washakie,WY
02-03-2019 23:11,Parker-Kunde,personal_care,20.41,Fort Washakie,WY
02-03-2019 23:43,Berge-Hills,kids_pets,19.23,Fort Washakie,WY
04-03-2019 22:50,"""Moore, Dibbert and Koepp""",misc_net,626.15,Saint Louis,MO
04-03-2019 23:20,Macejkovic-Lesch,shopping_pos,950.42,Saint Louis,MO
05-03-2019 00:20,Collier Inc,grocery_net,9.95,Saint Louis,MO
05-03-2019 16:30,Fisher-Schowalte,shopping_net,914.49,Saint Louis,MO
05-03-2019 22:00,Mohr-Baye,shopping_net,1209.7,Saint Louis,MO
05-03-2019 22:31,Ruecker-Mayert,kids_pets,18.69,Saint Louis,MO
05-03-2019 23:07,Bailey-Mo,grocery_pos,292.07,Saint Louis,MO
05-03-2019 23:49,McGlynn-Heathcote,misc_net,733.72,Saint Louis,MO
06-03-2019 00:30,Kemmer-Buckridge,misc_pos,7.52,Kansas City,MO
06-03-2019 01:44,Boyer PLC,shopping_net,1039.27,Kansas City,MO
06-03-2019 17:47,Wilkinson PLC,kids_pets,19.58,Kansas City,MO
06-03-2019 22:25,Dare-Gibson,health_fitness,20.63,Kansas City,MO
06-03-2019 22:39,Bahringer-Streich,food_dining,118.06,Kansas City,MO
07-03-2019 00:30,Strosin-Cruickshank,grocery_pos,363.36,Kansas City,MO
07-03-2019 00:30,"""Roob, Conn and Tremblay""",shopping_pos,738.87,Kansas City,MO
07-03-2019 01:45,Schuppe-Schuppe,food_dining,120.36,Kansas City,MO
07-03-2019 01:57,"""Gottlieb, Considine and Schultz""",shopping_net,981.21,Kansas City,MO
11-03-2019 00:34,Wolf Inc,grocery_pos,316.98,Arnold,MO
11-03-2019 02:20,Barton Inc,grocery_pos,280.25,Arnold,MO
11-03-2019 08:16,Bogisich Inc,grocery_pos,285.62,Arnold,MO
11-03-2019 23:03,"""Romaguera, Cruickshank and Greenholt""",shopping_net,826.45,Arnold,MO
11-03-2019 23:17,"""Ruecker, Beer and Collie""",shopping_net,946.78,Arnold,MO
11-03-2019 23:40,Sawayn PLC,shopping_pos,778.43,Arnold,MO
12-03-2019 17:13,Mohr-Baye,shopping_net,933.0,Arnold,MO
12-03-2019 22:25,Nienow PLC,entertainment,535.49,Arnold,MO
14-03-2019 00:55,"""Rowe, Batz and Goodwin""",grocery_pos,272.15,Mesa,AZ
14-03-2019 03:47,"""Stroman, Hudson and Erdman""",gas_transport,10.46,Mesa,AZ
14-03-2019 14:59,Kiehn-Emmerich,grocery_pos,305.28,Mesa,AZ
14-03-2019 22:38,Mohr-Baye,shopping_net,902.9,Mesa,AZ
14-03-2019 22:43,Kassulke PLC,shopping_net,951.95,Mesa,AZ
14-03-2019 23:20,Hamill-Daugherty,misc_net,833.02,Mesa,AZ
14-03-2019 23:54,Kunze Inc,grocery_pos,315.44,Mesa,AZ
15-03-2019 01:07,Bailey-Mo,grocery_pos,355.37,Mesa,AZ
15-03-2019 01:16,Cole PLC,grocery_pos,358.01,Daly City,CA
15-03-2019 01:32,"""Nitzsche, Kessler and Wol""",shopping_pos,858.92,Daly City,CA
15-03-2019 03:01,Gislason Group,misc_pos,9.0,Daly City,CA
15-03-2019 10:14,McGlynn-Jaskolski,misc_pos,7.19,Daly City,CA
15-03-2019 16:22,Kuhic Inc,grocery_pos,311.53,Lonetree,WY
15-03-2019 22:08,"""Mosciski, Ziemann and Farrell""",shopping_net,956.38,Lonetree,WY
15-03-2019 22:30,Hills-Witting,shopping_net,934.88,Lonetree,WY
15-03-2019 22:35,"""Baumbach, Feeney and Mo""",shopping_net,951.58,Lonetree,WY
15-03-2019 22:44,Doyle Lt,grocery_pos,310.03,Lonetree,WY
15-03-2019 22:47,Kozey-Boehm,shopping_net,927.82,Lonetree,WY
15-03-2019 22:52,Terry-Huel,shopping_net,870.91,Mesa,AZ
15-03-2019 22:54,Leffler-Goldne,personal_care,17.81,Daly City,CA
15-03-2019 23:02,Heathcote LLC,shopping_net,1016.82,Lonetree,WY
15-03-2019 23:48,Fisher Inc,shopping_net,973.5,Lonetree,WY
15-03-2019 23:55,O'Connell-Ullrich,home,272.25,Daly City,CA
16-03-2019 00:04,Stark-Batz,entertainment,463.74,Daly City,CA
16-03-2019 00:15,Medhurst PLC,shopping_net,898.86,Daly City,CA
16-03-2019 00:40,Rempel Inc,shopping_net,1086.61,Napa,CA
16-03-2019 00:45,Ledner-Pfannerstill,gas_transport,7.52,Lonetree,WY
16-03-2019 01:01,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,797.81,Daly City,CA
16-03-2019 01:24,Cole PLC,grocery_pos,278.4,Lonetree,WY
16-03-2019 01:27,Klein Group,entertainment,513.6,Daly City,CA
16-03-2019 01:58,Koepp-Parke,grocery_pos,312.3,Lonetree,WY
16-03-2019 02:23,Fisher-Schowalte,shopping_net,910.76,Daly City,CA
16-03-2019 03:45,Friesen-Stamm,gas_transport,7.82,Lonetree,WY
16-03-2019 21:34,"""Zboncak, Rowe and Murazik""",shopping_net,1050.98,Lonetree,WY
16-03-2019 22:16,Crooks and Sons,personal_care,23.07,Napa,CA
16-03-2019 22:39,Leffler-Goldne,personal_care,20.68,Napa,CA
16-03-2019 23:07,Block-Hauck,travel,8.98,Napa,CA
16-03-2019 23:08,"""Reichert, Huels and Hoppe""",shopping_net,1101.74,Lonetree,WY
17-03-2019 01:52,Kiehn Inc,grocery_pos,381.39,Napa,CA
17-03-2019 09:00,Kiehn-Emmerich,grocery_pos,348.72,Napa,CA
22-03-2019 00:33,Kiehn Inc,grocery_pos,302.1,Kaktovik,AK
22-03-2019 01:40,"""Jenkins, Hauck and Friesen""",gas_transport,8.1,Kaktovik,AK
22-03-2019 01:54,Kiehn-Emmerich,grocery_pos,282.17,Kaktovik,AK
22-03-2019 18:57,Jacobi and Sons,shopping_pos,1154.81,Kaktovik,AK
22-03-2019 22:12,"""Stanton, Jakubowski and Baumbach""",shopping_net,977.1,Kaktovik,AK
22-03-2019 22:53,"""Altenwerth, Cartwright and Koss""",shopping_net,1099.67,Kaktovik,AK
22-03-2019 23:04,"""Moore, Dibbert and Koepp""",misc_net,805.96,Kaktovik,AK
23-03-2019 01:09,"""Greenholt, Jacobi and Gleason""",gas_transport,9.94,Kaktovik,AK
23-03-2019 03:32,"""Huel, Hammes and Witting""",grocery_pos,318.37,Kaktovik,AK
23-03-2019 22:11,Terry-Huel,shopping_net,1136.04,Kaktovik,AK
23-03-2019 22:20,Cormier LLC,shopping_net,973.84,Kaktovik,AK
23-03-2019 22:59,Kerluke PLC,misc_net,739.18,Kaktovik,AK
24-03-2019 01:25,Erdman-Kertzmann,gas_transport,9.91,Coulee Dam,WA
24-03-2019 01:47,Kuvalis Lt,gas_transport,8.78,Coulee Dam,WA
24-03-2019 01:50,Lockman Lt,grocery_pos,295.16,Coulee Dam,WA
24-03-2019 02:19,Kunze Inc,grocery_pos,269.76,Coulee Dam,WA
24-03-2019 05:21,"""Casper, Hand and Zul""",grocery_pos,307.86,Coulee Dam,WA
24-03-2019 12:54,Bednar Group,misc_net,1054.8,Coulee Dam,WA
24-03-2019 20:32,Pouros-Conroy,shopping_pos,1194.56,Coulee Dam,WA
24-03-2019 23:21,Pagac LLC,shopping_pos,1256.43,Coulee Dam,WA
24-03-2019 23:26,Kris-Weimann,misc_net,708.06,Coulee Dam,WA
24-03-2019 23:42,Schmitt Lt,misc_net,757.36,Coulee Dam,WA
24-03-2019 23:45,Keeling-Crist,misc_pos,6.33,Coulee Dam,WA
25-03-2019 00:51,"""Reilly, Heaney and Cole""",gas_transport,8.45,Aurora,CO
25-03-2019 01:44,"""Rowe, Batz and Goodwin""",grocery_pos,301.9,Coulee Dam,WA
25-03-2019 01:48,Strosin-Cruickshank,grocery_pos,282.54,Coulee Dam,WA
25-03-2019 01:57,Schmitt Inc,gas_transport,10.41,Utica,MO
25-03-2019 03:11,Kiehn-Emmerich,grocery_pos,315.55,Aurora,CO
25-03-2019 03:55,Prohaska-Murray,gas_transport,9.86,Aurora,CO
25-03-2019 03:58,Harris Inc,gas_transport,7.97,Coulee Dam,WA
25-03-2019 09:04,"""Labadie, Treutel and Bode""",shopping_net,955.52,Utica,MO
25-03-2019 15:51,Bins-Howell,personal_care,21.96,Utica,MO
25-03-2019 17:10,Mohr-Baye,shopping_net,1162.35,Aurora,CO
25-03-2019 22:03,Bahringer Group,health_fitness,18.08,Aurora,CO
25-03-2019 22:19,Heathcote LLC,shopping_net,932.41,Aurora,CO
25-03-2019 22:25,Fadel-Hilpert,health_fitness,26.13,Utica,MO
25-03-2019 23:00,"""Haley, Batz and Aue""",health_fitness,18.2,Utica,MO
25-03-2019 23:00,Jacobi Inc,health_fitness,19.57,Utica,MO
25-03-2019 23:26,Kuhic LLC,shopping_net,797.05,Aurora,CO
25-03-2019 23:28,Herman Inc,misc_pos,6.39,Coulee Dam,WA
25-03-2019 23:42,"""Koss, Hansen and Lueilwitz""",home,231.12,Utica,MO
25-03-2019 23:46,Altenwerth-Kilback,home,270.28,Utica,MO
25-03-2019 23:47,Ratke and Sons,health_fitness,19.82,Utica,MO
26-03-2019 00:09,Durgan-Aue,misc_net,758.05,Utica,MO
26-03-2019 00:38,Deckow-O'Conne,grocery_pos,316.84,Aurora,CO
26-03-2019 01:43,Miller-Hauck,grocery_pos,315.96,Aurora,CO
26-03-2019 02:19,Heller-Langosh,gas_transport,8.12,Utica,MO
26-03-2019 03:50,Parisian and Sons,gas_transport,9.21,Aurora,CO
26-03-2019 03:55,Murray-Smitham,grocery_pos,289.41,Aurora,CO
26-03-2019 23:26,Beier and Sons,home,236.87,Utica,MO
27-03-2019 02:10,Rutherford-Mertz,grocery_pos,336.08,Roseland,NE
27-03-2019 22:00,"""Kovacek, Dibbert and Ondrick""",grocery_pos,335.02,Roseland,NE
27-03-2019 23:12,Predovic Inc,shopping_net,1011.94,Roseland,NE
27-03-2019 23:43,"""Kilback, Nitzsche and Leffle""",travel,7.55,Roseland,NE
28-03-2019 22:02,"""Gottlieb, Considine and Schultz""",shopping_net,1045.91,Roseland,NE
28-03-2019 22:35,Cruickshank-Mills,entertainment,621.8,Roseland,NE
01-04-2019 00:53,Ernser-Lynch,food_dining,98.7,Newhall,CA
01-04-2019 03:29,"""Konopelski, Schneider and Hartmann""",food_dining,128.49,Newhall,CA
02-04-2019 01:10,Rempel Inc,shopping_net,1038.29,Newhall,CA
09-04-2019 22:52,Kerluke PLC,misc_net,910.76,Fields Landing,CA
09-04-2019 23:29,Brown PLC,misc_net,697.52,Fields Landing,CA
09-04-2019 23:41,Torp-Lemke,misc_pos,49.83,Fields Landing,CA
10-04-2019 00:58,"""Streich, Hansen and Veum""",gas_transport,23.02,Fields Landing,CA
10-04-2019 02:00,"""Swift, Bradtke and Marquardt""",grocery_net,12.0,Fields Landing,CA
10-04-2019 02:06,"""Goldner, Kovacek and Abbott""",grocery_pos,349.7,Fields Landing,CA
10-04-2019 02:42,Strosin-Cruickshank,grocery_pos,326.64,Fields Landing,CA
10-04-2019 12:01,Bashirian Group,shopping_net,974.95,Fields Landing,CA
10-04-2019 22:08,McDermott-Weimann,grocery_pos,337.68,Fields Landing,CA
10-04-2019 23:38,Bogisich-Homenick,misc_net,847.19,Fields Landing,CA
10-04-2019 23:47,Kilback LLC,grocery_pos,340.41,Fields Landing,CA
10-04-2019 23:47,Stoltenberg-Beatty,shopping_pos,873.75,Fields Landing,CA
16-04-2019 22:26,Koelpin and Sons,misc_net,734.75,June Lake,CA
16-04-2019 22:52,Bashirian Group,shopping_net,888.44,June Lake,CA
16-04-2019 23:35,"""Moore, Dibbert and Koepp""",misc_net,613.99,June Lake,CA
